temperature,line_speed,shift,operator_experience,machine_age,defect
72.42,98.28,Day,3.7,28.3,0
80.61,93.85,Day,6.4,20.7,0
79.87,96.71,Night,5.1,22.6,0
82.23,103.37,Night,6.5,21.6,0
70.98,82.39,Night,8.5,24.2,0
73.66,89.01,Day,6.5,22.7,0
85.18,99.71,Day,4.6,33.5,0
76.45,101.68,Night,5.7,17.7,0
76.89,84.85,Night,7.7,21.9,0
71.71,73.06,Day,8.4,14.9,0
84.26,105.99,Day,7.4,10.6,0
75.57,83.43,Day,5.0,17.8,0
80.34,70.95,Night,4.4,22.6,0
76.59,99.79,Night,3.4,23.4,1
83.46,90.68,Night,4.3,17.2,0
71.87,85.48,Night,7.3,26.8,0
78.57,89.89,Day,2.2,27.3,0
86.49,80.74,Night,5.1,35.6,0
74.84,88.78,Day,4.0,33.0,0
71.74,80.67,Day,6.6,29.6,0
86.45,99.27,Day,5.3,16.1,1
80.8,74.77,Night,6.4,14.0,0
77.84,65.23,Day,7.2,38.3,0
82.04,99.85,Night,9.1,35.5,0
77.04,86.52,Day,7.8,17.3,0
74.86,77.42,Day,4.6,23.1,0
85.18,60.36,Day,5.9,15.3,0
85.64,81.08,Day,7.8,19.8,0
73.95,94.87,Night,5.6,22.0,0
69.78,87.02,Day,5.2,11.2,0
81.9,84.32,Day,3.7,39.8,0
81.87,70.81,Night,6.5,22.4,0
71.59,86.35,Night,5.6,13.0,0
89.7,104.57,Night,2.6,39.8,0
70.38,77.57,Night,6.3,36.7,0
84.85,67.38,Night,7.6,26.4,0
79.69,103.18,Day,6.3,24.5,0
66.65,74.02,Night,6.6,15.4,0
67.22,99.08,Day,9.5,23.0,0
78.27,78.08,Night,6.2,19.9,0
79.14,78.27,Day,7.0,22.1,0
95.4,92.34,Night,8.6,41.4,0
77.19,53.61,Day,3.7,14.4,0
79.33,104.27,Night,8.5,29.8,0
77.66,96.71,Night,4.7,15.9,0
74.96,86.01,Night,7.9,25.9,0
75.82,97.34,Day,7.2,32.8,0
80.02,88.5,Day,7.6,31.1,0
72.73,89.11,Night,5.6,28.2,0
83.26,80.64,Day,6.3,36.1,0
79.12,86.63,Day,6.2,13.3,0
67.33,93.56,Day,5.9,21.1,0
88.67,67.67,Day,4.1,14.4,1
79.39,75.44,Day,5.5,30.3,0
83.74,88.2,Day,3.6,14.1,0
76.1,77.9,Day,3.4,24.6,0
77.52,95.8,Night,3.8,25.4,0
76.25,70.29,Day,9.0,16.9,0
72.22,83.77,Day,5.9,40.0,0
73.56,79.66,Day,7.5,32.6,0
77.57,81.51,Night,8.6,24.8,0
67.92,96.94,Day,5.2,26.0,0
80.97,94.29,Day,2.2,29.4,0
75.57,79.29,Day,7.4,8.9,0
78.99,99.59,Day,9.0,13.9,0
87.46,68.07,Night,8.7,30.6,0
75.97,88.14,Day,7.1,17.4,0
77.16,58.11,Night,5.4,26.1,0
69.77,112.25,Night,4.2,26.1,0
78.24,98.16,Day,7.4,34.8,0
76.7,91.6,Day,6.7,38.4,0
84.01,99.72,Day,6.9,24.6,0
77.23,98.93,Night,5.6,16.7,0
82.99,88.29,Night,5.0,15.8,0
76.94,111.13,Night,5.1,12.9,0
75.31,86.86,Day,5.2,34.5,0
75.35,71.08,Night,5.0,24.9,0
79.0,60.51,Day,5.4,24.8,0
92.56,78.98,Night,5.8,19.3,0
72.61,54.93,Day,4.5,21.6,0
81.93,79.57,Day,6.6,30.9,0
82.73,76.27,Night,8.1,19.4,0
80.46,74.78,Day,9.0,31.3,0
82.36,89.23,Day,5.4,27.2,0
79.38,95.63,Day,6.2,18.7,0
94.56,108.77,Night,6.5,20.0,0
67.81,94.32,Night,6.5,17.6,0
70.54,95.29,Day,1.9,27.4,0
79.39,102.12,Day,5.4,21.6,0
73.38,102.69,Night,5.4,25.2,0
72.45,83.09,Day,6.4,25.6,0
87.93,100.27,Day,2.3,24.2,0
90.58,75.4,Night,3.9,28.1,1
95.59,74.88,Day,4.6,33.5,0
78.23,96.6,Day,5.0,22.2,0
70.86,78.35,Day,4.8,17.7,0
70.5,81.08,Night,5.4,24.3,0
86.51,80.22,Day,4.5,21.2,0
87.71,89.73,Night,3.2,34.8,0
81.65,100.26,Night,5.9,41.1,0
87.78,85.58,Night,8.1,35.4,1
87.51,80.42,Night,5.2,17.3,0
87.67,110.17,Night,7.7,28.2,0
83.88,78.87,Day,6.2,1,0
79.65,81.05,Day,3.8,18.1,0
78.55,102.86,Day,8.6,14.4,0
110.2,91.27,Day,5.6,24.4,0
82.33,85.45,Night,3.5,27.6,0
78.82,105.29,Night,4.1,6.6,0
69.0,87.77,Day,7.9,20.9,0
77.23,66.6,Day,6.6,32.5,0
82.36,89.81,Night,8.5,27.9,0
85.38,102.46,Day,3.9,20.7,0
93.1,94.89,Day,8.9,25.4,0
79.7,89.57,Day,4.8,21.6,0
75.2,91.15,Night,7.0,24.0,0
83.82,95.56,Night,6.1,23.1,1
80.96,103.79,Night,8.3,8.4,0
86.78,88.62,Day,6.6,22.7,0
79.6,73.09,Day,8.9,25.8,0
91.32,83.21,Night,5.8,25.6,0
84.89,73.52,Day,6.4,11.6,0
70.45,90.38,Night,4.5,31.2,0
75.99,86.75,Day,7.0,14.6,0
78.58,99.23,Day,2.3,11.0,0
80.47,97.42,Day,7.2,18.0,0
85.27,79.71,Night,4.2,3.7,0
72.73,81.5,Night,4.4,20.0,0
84.96,88.97,Night,8.0,33.8,0
85.28,95.04,Day,3.7,33.5,0
75.93,83.24,Day,1.4,27.6,0
81.56,81.15,Day,4.6,26.2,0
83.2,115.67,Day,4.2,27.0,1
84.24,97.85,Night,9.5,26.1,0
85.9,87.98,Night,4.1,11.4,0
74.11,101.94,Day,3.8,22.4,0
90.77,85.11,Night,7.9,8.5,0
89.3,88.81,Night,7.6,30.4,0
83.42,93.9,Day,5.1,30.2,0
80.87,74.27,Day,5.1,26.8,0
74.85,92.51,Day,7.5,19.2,0
61.03,117.8,Night,5.9,17.8,0
93.47,81.73,Night,9.0,33.7,0
92.58,72.11,Night,5.4,37.7,0
65.88,108.3,Day,8.5,23.1,0
81.43,61.2,Day,7.8,25.8,0
77.41,70.97,Night,6.1,30.0,0
76.76,87.23,Day,8.1,14.0,0
80.29,105.18,Day,8.8,22.5,0
76.53,88.94,Day,5.7,30.9,0
78.18,101.02,Night,9.2,25.8,0
84.19,81.03,Night,11.0,22.5,0
73.01,91.7,Day,5.3,27.6,0
90.16,87.2,Night,3.3,29.0,0
72.81,103.19,Night,4.2,25.3,0
87.5,68.7,Night,5.6,31.6,0
81.34,88.99,Night,8.1,2.6,0
81.73,73.61,Night,3.8,30.9,0
88.62,102.87,Night,7.7,45.4,0
93.81,98.84,Night,3.7,28.7,0
79.33,88.79,Night,4.9,29.3,0
86.99,71.68,Day,3.5,16.9,0
97.82,81.39,Day,3.1,17.7,0
69.02,92.8,Night,3.5,29.5,0
67.3,86.34,Day,5.3,18.1,0
76.8,92.46,Night,8.3,17.7,0
74.8,87.24,Day,7.9,21.8,0
79.2,73.71,Day,6.3,35.9,0
81.76,93.59,Day,1.5,19.9,0
73.15,94.57,Day,5.1,22.7,0
78.48,124.23,Day,7.7,16.8,0
78.29,98.79,Night,6.2,25.2,1
88.72,81.65,Night,6.0,15.5,0
73.86,83.78,Day,7.2,32.0,0
83.89,97.85,Day,5.8,22.3,0
70.56,87.34,Day,3.7,36.3,0
76.35,75.23,Day,6.7,26.3,0
73.05,66.41,Day,5.2,20.2,0
87.6,70.55,Night,4.1,24.7,0
84.27,85.09,Day,4.1,21.0,0
70.77,77.93,Day,9.7,16.3,0
78.26,86.1,Night,6.3,22.4,0
85.65,82.58,Day,2.2,10.3,0
84.02,99.07,Day,6.2,29.4,0
78.25,95.39,Night,7.1,31.0,0
72.42,74.43,Day,4.4,20.9,0
76.39,95.25,Day,5.7,41.2,0
93.26,98.15,Night,4.5,18.8,0
76.94,97.97,Day,6.6,40.3,0
73.77,72.13,Day,6.4,26.0,0
94.44,70.82,Day,4.8,15.4,0
79.3,93.16,Night,10.2,24.8,0
72.24,108.21,Night,4.7,23.4,0
81.16,91.38,Day,7.6,25.7,0
73.94,76.17,Night,6.5,20.0,0
85.56,66.37,Day,3.4,22.1,0
85.44,81.56,Day,2.7,30.2,0
76.29,96.31,Night,5.9,31.1,0
76.9,92.32,Day,6.6,19.9,0
77.4,90.18,Night,3.6,30.5,0
79.9,73.56,Day,7.6,10.4,0
74.88,60.18,Day,4.5,21.3,0
85.48,94.45,Day,1.8,25.3,1
82.98,80.32,Night,6.5,38.1,0
77.13,89.43,Night,6.0,11.1,0
78.33,91.46,Day,7.3,30.1,0
80.08,94.22,Night,5.3,24.6,0
82.06,81.04,Night,3.3,25.5,0
91.18,96.18,Night,6.7,29.1,0
85.75,78.75,Night,8.4,26.9,0
84.57,86.36,Day,6.6,28.1,0
85.02,68.85,Night,7.3,20.9,0
76.09,75.16,Day,5.9,27.8,0
83.39,88.51,Day,3.6,21.4,0
71.51,105.6,Day,7.1,25.8,0
70.4,98.35,Day,5.7,30.0,0
73.42,75.57,Day,6.1,20.8,0
66.58,81.7,Night,9.0,27.2,0
80.32,84.29,Day,8.4,11.4,0
73.44,78.52,Day,3.6,18.2,0
80.31,81.53,Day,7.0,27.0,0
76.88,86.1,Night,9.9,26.1,0
84.27,79.77,Night,10.2,19.4,0
66.04,96.87,Night,8.3,25.1,0
84.59,108.49,Night,4.5,18.9,0
69.61,85.33,Day,7.7,19.4,0
76.23,92.99,Day,7.8,40.6,0
85.92,100.1,Night,7.4,19.1,0
80.87,93.0,Day,10.1,31.9,0
74.29,107.27,Night,5.4,16.3,0
76.49,67.53,Day,6.6,23.3,0
73.39,72.92,Day,7.1,27.1,0
80.48,105.77,Night,7.9,13.9,1
79.16,73.66,Day,5.2,35.3,0
70.84,80.99,Day,7.7,23.6,1
79.95,89.39,Night,5.4,30.4,1
84.07,77.87,Day,4.5,17.0,0
74.84,77.56,Day,8.3,14.3,0
78.14,95.69,Night,3.6,15.9,1
80.08,106.24,Night,2.5,21.2,0
79.73,81.11,Day,7.4,17.4,0
76.41,103.1,Day,7.0,26.7,0
84.5,79.24,Night,9.0,25.6,1
80.1,96.3,Day,6.1,23.5,0
74.84,85.99,Night,4.8,5.9,0
78.23,80.72,Day,3.6,27.0,0
80.35,79.16,Day,2.1,18.2,0
81.0,79.56,Day,6.8,16.5,0
90.91,78.97,Day,6.0,10.3,0
80.81,83.75,Day,7.3,23.1,0
79.24,84.2,Night,3.7,21.6,0
74.36,91.34,Night,6.4,5.0,0
74.03,76.63,Day,5.8,23.6,0
76.94,105.47,Day,4.4,17.8,0
90.2,105.35,Day,2.6,31.6,0
81.93,101.2,Day,9.7,23.1,0
73.23,91.99,Day,7.9,38.2,0
73.08,79.64,Night,6.9,21.0,0
77.04,91.21,Day,6.3,22.7,0
60.74,63.02,Day,8.0,27.3,0
73.76,79.21,Day,5.3,18.5,0
84.37,91.52,Day,7.2,10.4,0
63.72,93.67,Night,4.9,30.7,0
77.5,95.41,Day,6.3,19.3,0
86.5,109.75,Night,7.2,23.6,0
79.47,81.2,Night,4.5,22.7,1
78.05,84.62,Night,3.1,25.3,0
82.36,91.85,Day,7.5,23.4,0
81.97,87.43,Day,4.6,12.5,0
70.9,75.16,Day,11.2,26.3,0
80.31,97.03,Day,2.3,20.0,0
68.49,87.42,Day,7.0,24.5,0
88.36,102.04,Night,2.2,31.4,0
80.37,85.27,Night,3.1,25.2,0
84.96,88.12,Night,6.2,20.1,0
84.18,110.54,Day,7.2,33.9,0
76.64,86.09,Day,3.7,24.1,0
73.83,77.37,Night,5.6,27.2,0
75.74,103.85,Day,6.2,28.7,0
71.07,95.83,Day,10.4,17.9,0
72.59,71.9,Day,4.9,25.1,0
77.94,99.01,Night,4.8,14.9,0
75.65,96.31,Day,7.8,23.0,0
92.46,96.76,Night,7.6,26.0,0
75.94,90.19,Day,3.7,27.7,0
72.53,87.72,Day,4.9,37.8,0
79.57,95.34,Day,3.5,24.7,0
85.81,67.43,Night,6.2,35.5,0
84.02,108.67,Day,9.2,29.9,0
73.2,89.17,Day,7.2,25.9,0
86.68,76.37,Day,2.4,25.6,0
71.46,94.3,Night,4.9,39.6,0
76.13,82.66,Day,5.5,29.1,0
73.62,75.77,Day,7.8,22.7,0
83.63,94.58,Day,3.8,21.0,0
77.08,78.06,Day,5.3,14.4,0
77.92,100.47,Night,9.2,18.7,0
70.88,90.84,Day,8.7,13.6,0
66.43,84.74,Night,5.8,8.6,0
87.26,71.03,Day,8.0,11.4,0
75.63,86.48,Day,7.8,24.6,0
81.96,65.33,Day,6.4,18.8,0
77.97,89.56,Night,5.6,12.7,0
79.94,127.47,Night,3.5,24.5,0
71.34,64.94,Day,7.4,15.3,0
75.67,89.94,Day,8.9,10.1,0
82.53,76.62,Night,2.7,23.6,0
79.55,88.51,Night,6.0,19.9,1
83.12,84.02,Day,4.9,18.5,0
68.9,83.06,Night,7.2,9.0,0
78.61,89.39,Day,4.3,34.3,0
80.09,82.52,Day,5.1,15.1,0
77.18,74.45,Night,4.2,16.8,0
73.71,87.77,Day,3.7,11.1,0
71.22,110.06,Night,7.3,27.9,1
107.6,90.76,Night,7.5,16.1,0
75.94,88.78,Night,6.8,21.7,0
78.62,89.17,Day,8.4,31.4,0
65.76,102.36,Day,6.7,19.9,0
77.06,60.32,Day,8.2,20.3,0
77.84,70.87,Day,4.7,29.0,0
64.81,111.91,Day,9.4,37.8,0
68.68,87.72,Night,5.5,34.9,0
83.0,67.13,Day,1.9,20.0,0
93.59,89.19,Day,7.7,5.0,0
82.46,66.27,Day,6.1,21.9,0
84.42,90.56,Day,3.9,21.4,0
73.59,101.22,Night,2.4,28.7,0
81.93,106.01,Day,9.7,8.9,0
82.3,94.5,Night,5.8,35.6,0
81.45,89.41,Night,6.0,21.0,0
81.11,94.74,Day,6.7,9.0,0
84.92,94.9,Day,8.1,34.5,0
68.21,88.14,Day,10.0,22.3,0
74.65,92.44,Night,7.0,29.2,0
78.84,85.83,Night,6.7,31.3,0
80.71,81.71,Night,7.0,22.2,0
83.14,96.75,Day,7.7,43.1,0
80.64,86.01,Day,6.1,31.2,0
76.05,81.56,Day,6.0,21.9,0
76.73,87.37,Day,1.9,23.0,0
82.23,75.09,Night,9.0,17.5,0
84.63,81.98,Day,7.5,24.2,0
78.3,75.02,Day,7.0,7.2,0
79.24,97.51,Night,3.1,17.0,0
84.01,67.86,Night,4.8,24.8,0
86.98,78.8,Night,8.0,28.3,1
80.64,74.99,Day,5.1,23.0,0
87.79,81.51,Night,6.8,22.4,0
71.96,82.23,Day,3.9,25.1,0
57.87,100.4,Night,8.0,18.8,1
94.27,80.14,Day,6.4,25.3,0
83.87,88.3,Day,5.7,10.4,0
71.94,77.1,Night,6.9,27.8,0
81.41,86.71,Day,6.8,44.5,0
80.21,85.27,Day,7.7,35.4,0
80.53,87.77,Night,6.4,29.4,0
74.36,90.07,Day,6.2,24.5,0
80.19,89.17,Day,6.1,22.3,0
70.28,69.0,Day,7.5,31.2,0
79.41,65.88,Day,5.8,12.9,0
93.06,85.29,Night,9.8,18.4,0
84.47,55.56,Day,3.0,22.9,0
80.38,83.55,Day,9.4,33.4,0
78.13,107.14,Night,6.3,3.5,0
77.84,96.38,Night,6.1,32.2,0
74.59,62.05,Day,5.0,25.9,0
76.02,63.49,Day,5.3,14.4,0
69.95,83.65,Day,6.6,3.1,0
75.71,84.98,Day,5.9,31.1,0
79.83,94.7,Day,7.4,22.3,0
87.61,101.76,Night,8.4,20.9,0
83.46,83.24,Day,8.9,25.3,0
78.94,88.58,Day,5.6,24.8,0
87.45,88.56,Day,6.0,19.0,0
73.0,89.93,Day,8.1,32.3,0
68.96,93.6,Day,6.6,38.5,0
78.54,58.2,Night,5.6,28.7,0
86.27,87.63,Day,5.9,24.8,0
77.74,73.38,Night,6.9,28.7,0
78.43,65.05,Day,7.6,30.3,0
83.37,69.68,Day,4.6,28.8,0
97.87,84.85,Night,4.4,18.0,0
66.87,88.77,Day,4.6,15.0,0
83.56,94.06,Day,3.7,24.0,0
79.94,75.47,Day,5.3,31.8,0
88.96,97.15,Night,4.6,26.5,0
75.41,76.85,Day,5.2,38.5,0
80.54,99.29,Day,3.8,22.3,1
76.16,66.0,Night,2.0,24.0,0
84.11,84.47,Day,6.3,22.9,0
86.04,112.41,Night,4.9,34.8,1
74.3,103.37,Day,5.8,23.9,0
82.11,76.49,Day,7.3,23.6,0
81.95,70.22,Day,6.5,22.7,0
85.03,78.28,Night,6.7,26.5,0
78.54,79.45,Day,4.6,18.2,0
70.57,71.59,Day,8.3,27.0,0
80.33,75.35,Day,5.8,24.8,0
68.67,132.14,Night,10.5,26.6,0
83.13,82.06,Day,3.8,27.6,1
77.05,91.88,Day,5.8,33.4,0
75.71,82.24,Night,6.1,26.3,0
84.35,91.27,Night,3.6,18.1,0
82.16,80.14,Day,4.5,25.3,0
74.92,82.42,Day,6.4,34.9,0
77.5,85.46,Night,5.7,27.8,0
83.04,71.84,Day,8.5,27.2,0
75.69,90.3,Day,4.2,42.3,0
78.38,72.84,Day,3.3,27.6,0
75.82,95.47,Day,4.0,20.2,0
89.45,83.84,Day,3.3,29.4,0
71.8,98.42,Night,7.0,14.4,0
76.16,106.98,Day,4.4,25.1,0
85.54,82.69,Day,8.3,22.5,0
97.04,95.19,Day,5.6,24.1,0
83.44,96.62,Day,7.0,9.5,0
78.5,94.27,Day,7.1,32.8,0
87.73,86.69,Day,7.9,32.0,0
86.67,73.17,Day,7.0,28.8,0
82.38,73.92,Day,6.4,28.6,0
68.55,83.57,Day,4.6,17.2,0
78.43,94.97,Day,2.5,16.9,0
77.89,74.82,Day,9.0,16.3,0
82.53,83.86,Day,6.6,18.7,1
81.4,81.86,Night,6.1,26.8,0
87.78,82.72,Night,5.1,11.4,0
74.37,102.11,Night,4.8,14.5,0
86.04,99.86,Night,6.4,30.9,0
79.27,76.65,Day,6.7,29.2,0
78.22,60.2,Day,6.0,16.7,0
78.01,107.29,Day,6.7,19.6,0
77.43,77.16,Day,6.4,28.6,0
79.37,96.61,Day,2.8,18.6,0
73.36,88.37,Night,4.8,29.7,0
90.61,98.82,Night,7.3,19.2,1
75.04,71.23,Day,4.9,42.4,0
87.45,99.01,Day,6.9,29.9,0
73.17,108.83,Day,8.2,10.9,0
82.67,92.13,Night,7.2,26.6,0
76.65,87.09,Night,8.1,41.6,0
78.77,112.74,Night,7.5,15.8,0
79.63,80.36,Night,0.5,14.0,0
86.95,101.36,Night,5.6,20.3,0
80.65,75.35,Day,5.4,34.5,0
78.5,88.9,Night,3.7,17.5,0
79.49,93.39,Night,6.1,23.2,0
75.11,89.81,Day,1.3,28.4,1
77.81,92.05,Night,10.2,21.0,0
78.66,103.02,Day,4.0,12.0,0
92.78,77.0,Night,8.8,28.6,0
84.84,96.37,Night,9.2,25.7,0
73.14,73.64,Day,8.7,12.8,0
75.94,105.81,Day,8.2,37.0,0
81.69,62.84,Day,2.8,28.4,0
82.2,79.78,Night,6.9,30.6,0
74.32,94.7,Night,5.9,29.4,0
79.99,90.89,Day,4.7,19.0,0
87.09,100.24,Night,4.3,30.5,1
81.25,75.71,Day,5.7,28.5,0
74.62,92.16,Day,4.6,21.4,0
84.17,91.7,Night,9.8,15.4,0
77.23,83.68,Night,2.0,26.0,0
75.36,89.11,Day,3.4,22.1,0
62.24,69.97,Day,3.2,25.7,0
81.89,78.12,Day,7.5,22.0,0
76.61,81.12,Day,10.1,19.3,0
84.14,53.89,Day,4.6,20.3,0
87.22,76.77,Night,5.9,31.5,0
82.46,98.95,Day,7.3,26.3,0
81.08,72.14,Day,8.8,31.5,0
75.53,92.62,Day,9.1,32.4,0
73.22,87.19,Night,7.6,14.4,0
70.05,93.04,Day,7.5,22.8,0
89.42,90.97,Night,6.7,29.9,1
79.96,81.81,Night,7.0,20.9,0
86.05,117.2,Night,7.5,28.1,0
78.15,86.96,Day,5.4,40.0,0
76.15,100.61,Day,6.2,24.7,0
81.67,96.21,Day,3.7,28.4,0
89.59,77.75,Day,4.9,31.1,0
83.04,96.97,Night,5.0,28.6,0
84.09,87.65,Day,5.8,27.5,0
77.38,84.54,Night,8.1,30.5,0
84.06,79.19,Day,5.1,22.4,0
83.65,86.68,Night,5.2,18.4,0
91.27,50.8,Night,3.0,32.2,0
72.29,102.7,Day,6.8,28.5,0
84.4,95.92,Day,6.0,16.7,0
81.78,84.06,Night,7.0,19.4,0
79.33,78.68,Night,6.8,30.5,0
76.34,73.61,Night,6.5,16.9,0
80.62,67.28,Day,6.6,19.6,0
83.59,71.86,Night,2.5,30.6,1
77.1,96.51,Day,9.3,33.6,0
78.5,77.55,Day,7.1,24.7,0
86.97,88.6,Night,7.6,15.5,0
83.85,77.37,Day,2.0,37.5,0
87.57,99.6,Day,4.5,25.8,0
69.83,89.04,Day,9.3,17.5,0
68.24,77.6,Day,9.4,19.9,0
71.24,90.42,Night,4.3,31.1,0
79.23,101.17,Day,7.0,11.4,0
74.18,96.74,Day,6.4,25.1,0
79.97,86.65,Day,5.8,29.2,0
88.2,77.77,Day,3.7,19.4,0
77.2,87.52,Day,2.6,24.4,0
80.6,81.67,Day,7.5,18.5,0
80.8,68.6,Day,1.4,35.7,0
83.36,94.7,Day,6.2,25.7,0
71.9,71.38,Night,3.5,23.5,0
86.19,84.54,Day,4.4,27.3,0
67.32,102.15,Day,7.5,30.9,0
82.37,83.88,Day,7.4,36.5,0
86.16,98.88,Day,7.7,23.8,0
88.32,85.54,Day,6.1,36.8,0
75.46,83.11,Night,5.6,27.9,0
82.51,88.93,Night,7.0,33.8,0
77.4,102.02,Night,5.0,28.5,0
77.62,84.24,Day,6.8,15.9,0
76.44,89.64,Day,5.0,16.1,1
79.0,80.72,Night,4.4,14.5,0
78.03,90.63,Night,4.1,17.3,0
84.43,86.23,Night,4.3,17.8,0
88.68,116.69,Night,3.8,18.2,0
89.99,85.01,Day,7.9,24.0,0
80.13,89.04,Night,3.0,31.2,0
72.02,65.79,Day,9.5,14.9,0
63.57,78.25,Day,5.9,16.4,0
87.61,85.17,Night,4.0,44.4,0
79.67,71.68,Day,7.5,31.3,0
83.75,90.34,Day,5.4,29.9,0
79.44,83.69,Day,5.8,21.3,0
80.86,99.88,Night,4.8,41.4,1
75.18,77.02,Day,5.6,24.1,0
68.22,77.64,Day,6.4,31.4,0
75.11,109.71,Night,4.8,35.6,0
82.85,100.0,Night,5.9,40.8,0
82.95,73.08,Night,3.8,36.9,0
69.18,86.21,Day,7.0,28.2,0
88.51,95.81,Day,8.0,12.9,0
75.85,91.02,Day,5.6,30.0,0
76.35,81.02,Night,7.2,15.7,0
81.66,63.36,Day,8.6,4.1,0
72.49,102.02,Night,5.9,7.9,0
82.49,96.84,Day,7.4,4.1,0
70.76,88.11,Day,2.1,30.0,0
82.26,87.9,Night,6.8,28.0,1
83.6,117.84,Day,8.7,20.6,1
81.48,91.54,Day,7.4,13.0,0
70.09,85.86,Day,6.6,22.5,0
81.65,84.85,Day,6.0,22.9,0
84.87,92.59,Night,11.8,38.7,0
71.68,62.36,Day,2.0,18.1,0
67.12,92.48,Day,8.2,20.4,0
81.88,74.53,Day,5.3,31.4,0
78.01,92.02,Night,4.7,21.8,0
74.03,81.19,Day,6.1,30.0,0
78.32,92.15,Day,7.1,37.4,0
82.59,89.29,Night,5.6,26.0,0
67.83,73.34,Day,5.4,34.7,0
75.32,91.13,Day,7.4,18.3,0
74.58,87.18,Day,7.3,25.1,0
87.55,77.78,Day,9.7,14.5,0
80.28,84.44,Night,3.3,3.1,0
75.98,100.38,Night,2.8,8.7,0
79.53,97.9,Night,7.1,22.8,0
79.04,76.76,Day,7.0,12.3,0
80.55,83.6,Day,6.0,17.7,0
78.68,98.86,Day,6.9,34.7,0
71.5,80.15,Day,9.2,28.6,0
70.99,98.95,Day,0.5,29.5,0
82.53,63.56,Day,10.1,29.1,0
82.5,72.7,Day,5.3,25.7,0
85.89,102.76,Night,6.5,23.1,0
84.7,100.75,Night,6.1,35.5,0
73.84,89.02,Day,6.8,18.3,0
77.29,71.39,Night,6.5,24.5,0
74.89,106.02,Day,9.9,15.5,0
86.96,100.93,Day,5.7,28.6,0
84.18,78.15,Night,8.1,25.0,0
74.92,102.18,Night,3.5,24.6,0
84.7,74.57,Day,6.1,23.0,0
78.51,80.4,Day,8.0,17.7,0
79.63,92.9,Day,6.1,24.9,0
76.02,102.92,Night,6.1,19.1,1
81.78,90.84,Day,6.4,23.9,0
80.95,83.08,Night,0.9,23.1,0
86.03,85.43,Night,5.0,27.0,0
72.27,92.03,Day,4.3,25.6,0
83.78,80.44,Night,5.0,19.7,0
80.19,86.22,Night,3.7,11.2,1
79.8,79.09,Night,4.7,24.3,0
72.04,69.23,Night,4.4,23.4,0
68.05,95.57,Day,4.6,16.0,0
71.62,94.1,Night,5.5,21.1,0
77.76,93.12,Night,6.0,19.7,0
71.1,73.41,Day,4.5,24.8,0
80.55,99.97,Night,3.4,29.5,0
76.76,95.37,Night,5.7,39.1,0
61.16,70.29,Day,3.5,32.0,0
74.39,82.2,Day,2.9,31.9,0
79.27,100.34,Day,6.1,31.4,1
79.89,79.34,Day,8.7,36.8,0
82.99,92.3,Night,5.0,16.7,0
82.07,109.43,Night,4.3,19.7,0
78.37,100.34,Night,3.0,7.6,1
84.16,79.99,Day,4.9,18.5,0
77.4,94.95,Day,3.3,29.9,0
71.22,70.86,Day,4.5,21.2,0
85.18,98.2,Night,2.9,18.9,0
82.39,83.16,Night,3.4,33.1,0
70.83,85.3,Day,6.4,22.4,0
74.38,90.11,Day,7.0,15.7,0
73.98,91.43,Day,5.5,16.9,0
82.0,59.09,Day,5.3,30.0,0
82.75,94.79,Day,5.7,22.1,0
79.24,74.74,Day,5.1,19.4,0
89.13,104.04,Night,6.5,11.9,0
74.13,103.91,Night,6.1,28.0,0
79.85,80.22,Day,6.7,29.7,0
81.08,82.55,Day,8.3,41.4,0
71.54,110.27,Day,9.1,23.7,1
86.21,90.09,Night,4.0,19.8,0
77.41,104.64,Night,3.5,23.1,0
76.41,62.59,Night,5.2,25.5,0
66.73,96.87,Day,5.5,34.7,0
80.37,78.72,Day,6.7,26.1,0
73.8,68.95,Night,3.4,23.9,0
77.18,61.95,Day,6.4,28.5,0
73.68,88.78,Night,7.4,19.1,0
80.18,82.25,Night,4.4,1.1,0
76.42,75.15,Night,9.2,24.2,0
72.66,86.3,Day,5.4,24.4,0
82.7,83.41,Night,9.8,29.2,0
79.6,71.95,Day,5.5,8.6,0
68.48,82.15,Day,10.4,19.3,1
77.5,77.68,Day,8.6,32.7,0
73.11,82.73,Night,4.9,32.3,0
73.9,77.23,Night,7.1,28.9,0
72.73,75.53,Day,3.6,20.8,0
72.75,71.13,Day,6.5,22.7,0
83.48,77.07,Night,4.1,32.3,0
80.63,69.21,Day,6.0,40.5,0
79.71,98.01,Night,2.9,10.6,0
71.2,97.73,Day,0.6,13.1,0
75.23,89.61,Night,8.3,40.4,1
75.68,82.36,Day,6.6,21.2,0
78.08,79.93,Day,5.1,26.5,0
74.35,104.55,Day,2.1,20.8,0
73.17,106.95,Night,4.6,15.0,0
80.23,88.55,Day,3.6,15.1,0
83.71,76.75,Day,4.1,30.8,0
77.09,80.01,Night,6.3,19.5,0
75.99,72.83,Day,2.7,18.2,0
71.07,75.52,Night,6.1,12.0,0
66.25,89.04,Day,3.9,23.1,0
67.47,75.86,Night,8.5,18.3,0
82.79,76.12,Day,3.1,11.5,0
77.02,93.12,Day,11.2,21.4,0
83.71,94.88,Night,7.2,19.8,0
82.03,98.94,Night,5.0,26.0,0
68.57,88.63,Day,11.4,27.8,0
70.05,76.07,Day,5.2,44.8,0
68.76,86.75,Day,5.3,24.9,0
